	affiliation	affiliationMag	if_same
9862	tsinghua university dept.of electrical engineering west main building 2-211 100084 beijing, china	china medical university	0
9863	central research institute of electric power industry, japan	nagahama institute of bio science and technology	0
9865	central research institute of electric power industry, tokyo 201, japan	japan nuclear cycle development institute	0
9868	ha,idalen norwegian university of science and technology, norway	sepuluh nopember institute of technology	0
9869	tsinghua university dept. of electrical engineering west main building 2-211 100084 beijing, china	university of science and technology of china	0
9870	central research institute of electric power industry, tokyo 201, japan	tokyo university of agriculture and technology	0
9872	"tavares university of campinas aeur"" unicamp, brazil"	state university of campinas	0
9873	electric power systems, royal institute of technology, s-100 44 stockholm, sweden	chalmers university of technology	0
9874	prof h glavitsch prof m munasinghe queen mary college, university of swiss federal institute of technology, eth-zentrum, ch-8092 zurich, world bank, washington dc 20433, usa	queen mary university of london	0
9876	shandong university, china	china university of geosciences	0
9878	department of electrical engineering, imperial college, london sw7 2bt, uk	college of science and technology	0
9879	(chinese academy of sciences (cas), guangdong province, china	university of science and technology of china	0
9880	(chinese academy of sciences (cas), guangdong province, china	china university of geosciences	0
9881	(southern university of science and technology, shenzhen, china	taiyuan university of technology	0
9882	(southern university of science and technology, shenzhen, china	south china university of technology	0
9883	(southern university of science and technology, shenzhen, china	shanghai university of science and technology	0
9884	(southern university of science and technology, shenzhen, china	national university of defense technology	0
9885	(chinese academy of sciences (cas), guangdong province, china	north university of china	0
9886	(beijing university, china	beijing normal university	0
9887	(chinese academy of sciences (cas), guangdong province, china	chinese ministry of education	0
9888	(beijing normal university, beijing, china	china medical university	0
9889	(chinese academy of sciences (cas), guangdong province, china	china university of petroleum	0
9890	( seoul national university , south korea ) s claesson ( museum of natur al histor y , stoc kholm, sw eden ) j -c duchesne ( univ ersite de liege , belgium	pusan national university	0
9891	(southern university of science and technology, shenzhen, china	new jersey institute of technology	0
9892	(southern university of science and technology, shenzhen, china	southern medical university	0
9893	(southern university of science and technology, shenzhen, china	eindhoven university of technology	0
9894	(southern university of science and technology, shenzhen, china	beijing university of posts and telecommunications	0
